class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F097080000010101_000000178700C,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/baADqnLF4t7X,Tarquinia Molza,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EgZgZVfAZ3zM,Giovanni Pierluigi da Palestrina,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n5drAb6jz572,"De floridi virtuosi d'Italia, il secondo libro de madrigali a cinque voci",,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7WCh6Zde88yd,Eran le vostre lagrime nel viso,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Eran le vostre lagrime nel viso (Palestrina),,,Eran le vostre lagrime nel viso (Palestrina),Eran le vostre lagrime nel viso (Palestrina).md,epPMRXHfj5fw,759681473218268904992,text,,,,,,,,,,,,,,,
