class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F235370000010101_000000229700C,,,,,,,,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzVAWmX67cMn,Donato Antonio Spano,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kbV8m9bNzYLa,Di Donat'Antonio Spano il Primo Libro de Madrigali a cinque voci,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FaX7CE9p7HPQ,Quella bocca di rose,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Quella bocca di rose (Spano),,,Quella bocca di rose (Spano),Quella bocca di rose (Spano).md,UoU4nDqtWbt6,552990344425390389142,text,,,,,,,,,,,,,,,
