class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,identifier,http://www.wikidata.org/entity/Q115449,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,described_by_source,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,work_location,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,member_of,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SJby5JBNBNgr,princess,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,related_to,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,notable_work,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,interested_in,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,catalog_identifier,,,,,,,,,,,,,,,
Agent,Philomela,legendary princess of Athens transformed into a swallow or nightingale,,Philomela,Philomela.md,nexQeYRoqemu,921358297032904473867,present_in_work,,,,,,,,,,,,,,,
